"Datum zahájení";"Město";"Název";"Odběratel";"Ulice";"Číslo faktury";"Jazyk";"GPS";"Poznámka";"Ozvučení";"Čas příjezdu (na akci)";"Čas odjezdu (na akci)";"Příprava";"Smlouva";"Web";"Kontaktní osoby";"Země";"Kraj";"Způsob dopravy"
"25.3.2010";"Strakonice";"Strakonice 25-26.3.2010";"Městské kulturní středisko Strakonice";"Kulturní dům";"P-př.03/2010";"Čeština";"49.262957,13.897481";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"3.4.2010";"Moravská Třebová";"Moravská Třebová 3.4.2010";"Umělecká agentura Historia";"Zámek";"P-hot.02/2010";"Čeština";"49.756884,16.666104";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"16.4.2010";"Nové Město pod Smrkem";"Nové Město pod Smrkem 16.4.2010";"Středisko volného času "ROROŠ", Nové Město pod Smrkem, příspěvková organizace";"DDM";"P-př.01/2010";"Čeština";"50.925197,15.230610";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"16.4.2010";"Nové Město pod Smrkem";"Nové Město pod Smrkem 16.4.2010";"ZDVOJENO";"DDM";"P-př.01/2010";"Čeština";"50.925197,15.230610";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"28.4.2010";"Slaný";"Slaný 28.4.2010";"Luboš Sobotka";"Městské divadlo";"P-př.04/2010";"Čeština";"50.230001,14.082381";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"28.4.2010";"Slaný";"Slaný 28.4.2010";"Luboš Sobotka";"Městské divadlo";"ZDVOJENO";"Čeština";"50.230001,14.082381";"3x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"28.4.2010";"Slaný";"Slaný 28.4.2010";"Luboš Sobotka";"Městské divadlo";"P-př.04/2010";"Čeština";"50.230001,14.082381";"3x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.5.2010";"Písek";"Písek 9.5.2010";"Centrum kultury Písek,o,p,s,";"Kulturní dům loutkový sál";"P-hot.06/2010";"Čeština";"49.309817,14.149912";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"2.5.2010";"Kladno";"Kladno 2.5.2010";"Berounští Měšťané s.r.o.";"TGM";"P-př.05/2010";"Čeština";"50.145922,14.101257";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"30.4.2010";"Praha ";"Praha 30.4.2010";"Hamarčák Luboš";"neznámé";"P-př.06/2010";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"15.5.2010";"Český Brod";"Čeký Brod 15.5.2010";"Město Český Brod";"Husovo náměstí";"P-př.07/2010";"Čeština";"50.074010,14.858869";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"5.6.2010";"Mníšek pod Brdy";"Míšek pod Brdy 5.6.2010";"Národní památkový ústav";"Zámecká zahrada";"P-hot.09/2010";"Čeština";"49.867953,14.259172";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"5.6.2010";"Mníšek pod Brdy";"Míšek pod Brdy 5.6.2010";"Rorejs";"Zámecká zahrada";"P-hot.08/2010";"Čeština";"49.867953,14.259172";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"6.6.2010";"Praha ";"Praha 6.6.2010";"YMCA Praha";"U modré školy 1";"P-hot.10/2010";"Čeština";"50.030115,14.524327";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"10.6.2010";"Plzeň";"Plzeň 10.6.2010";"Diakonie ČCE - středisko Západní Čechy";"Smetanovy sady";"P-hot.11/2010";"Čeština";"49.744620,13.375799";"";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"30.10.2010";"Kladno";"Kladno 30.10.2010";"ART ZÓNA";"TGM";"P-hot.27/2010";"Čeština";"50.145563,14.098309";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"18.9.2010";"Dolní Počernice";"Dolní Počernice 18.9.2010";"Městská část Praha - Dolní Počernice";"Bývalý mlýn";"P-př.28/2010";"Čeština";"50.088140,14.581659";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"10.9.2010";"Chotěboř";"Chotěboř 10.9.2010";"Luboš Sobotka";"Kino";"P-př.27/2010";"Čeština";"49.717660,15.673235";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"25.8.2010";"České Budějovice";"České Budějovice 25.8.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.25/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"25.9.2010";"Hosín";"Hosín 25.9.2010";"Obec Hosín";"Fara";"P-hot.24/2010";"Čeština";"49.037088,14.476470";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"25.9.2010";"Hosín";"Hosín 25.9.2010";"Římskokatolická farnost Hosín";"Fara";"P-hot.23/2010";"Čeština";"49.037088,14.476470";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"25.9.2010";"Úsilné";"Úsilné 25.9.2010";"Obec Úsilné";"náves";"P-hot.22/2010";"Čeština";"49.012538,14.507202";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"18.9.2010";"Ostrá";"Ostrá 18.9.2010";"Botanicus, spol. s r.o.";"Botanicus";"P-hot.21/2010";"Čeština";"50.180451,14.894944";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"11.9.2010";"Ostrá";"Ostrá 11.9.2010";"Botanicus, spol. s r.o.";"Botanicus";"P-hot.20/2010";"Čeština";"50.180451,14.894944";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"28.8.2010";"Želeč";"Želeč 28.8.2010";"Želečský spolek";"TJ Sokol";"P-př.24/2010";"Čeština";"49.318337,14.646567";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"22.8.2010";"Řevnice";"Řevnice 22.8.2010";"MMC Praha s.r.o.";"Lesní divadlo";"P-př.23/2010";"Čeština";"49.907960,14.233628";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"7.8.2010";"Kladno";"Kladno 7.8.2010";"ART ZÓNA";"TGM";"P-př.21/2010";"Čeština";"50.145934,14.101102";"šermíři,žongéři,loutkaři,malování s dětmi";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"8.8.2010";"Příbraz";"Příbraz 8.8.2010";"Příbrazský Plaváček z.s.";"Náves";"P-př.20/2010";"Čeština";"49.051151,14.936309";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"29.8.2010";"Jihlava";"Jihlava 29.8.2010";"Karel Paštyka";"Parkán";"P-hot.19/2010";"Čeština";"49.394672,15.587232";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"28.8.2010";"Dobřichovice";"Dobříchovice 28.8.2010";"Město Dobřichovice";"Pod palckého mostem";"P-hot.18/2010";"Čeština";"49.926263,14.275896";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"15.8.2010";"Praha ";"Praha 15.8.2010";"Starokatolická církev v ČR";"Petřín";"P-hot.16/2010";"Čeština";"50.083167,14.395017";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"14.8.2010";"Ostrá";"Ostrá 14.8.2010";"Botanicus, spol. s r.o.";"Botanicus";"P-hot.15/2010";"Čeština";"50.180454,14.894930";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"10.8.2010";"Lipno nad Vltavou ";"Lipno nad Vltavou 10-11.8.2010";"Amenity Resorts s.r.o.";"Lipno point";"P-hot.14/2010";"Čeština";"48.636102,14.206203";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"31.7.2010";"Lenora";"Lenora 31.7.2010";"Obec Lenora";"Náves";"P-př.19/2010";"Čeština";"48.922350,13.798344";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"8.7.2010";"Hluboká nad Vltavou";"Hluboká nad Vltavou 8.7.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.18/2010";"Čeština";"";"Komedoant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"25.7.2010";"Příbraz";"Příbraz 25.7.2010";"Příbrazský Plaváček z.s.";"Penzion";"P-př.17/2010";"Čeština";"49.050285,14.937601";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"9.7.2010";"Litomyšl";"Litomyšl 9.7.2010";"Luboš Sobotka";"Toulcovo náměstí";"P-př.16/2010";"Čeština";"49.871214,16.311753";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"4.7.2010";"Vimperk";"Vimperk 4.7.2010";"Městské kulturní středisko Vimperk";"Městské kulturní středisko";"P-hot.13/2010";"Čeština";"49.055532,13.778918";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.6.2010";"České Budějovice";"České Budějovice 1.6.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.15/2010";"Čeština";"";"Komedoanz VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"16.6.2010";"Humpolec";"Humpolec 16.6.2010";"Luboš Sobotka";"Městské kino";"P-př.14/2010";"Čeština";"49.540814,15.355428";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"5.6.2010";"Praha ";"Praha 5.6.2010";"Adaria Produkce";"Žluté lázně";"P-př.13/2010";"Čeština";"50.048716,14.414301";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"17.6.2010";"Praha ";"Praha 17.6.2010";"Mateřská škola Juárezova";"Mš Juárezova";"P-př.12/2010";"Čeština";"50.106972,14.404286";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"25.5.2010";"Praha ";"Praha 25.5.2010";"Adaria Produkce";"x";"P-př.10/2010";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"30.5.2010";"Luka nad Jihlavou";"Luka nad Jihlavou 30.5.2010";"Luboš Sobotka";"Kino";"P-př.09/2010";"Čeština";"49.377706,15.698555";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"1.6.2010";"České Budějovice";"České Budějovice 1.6.2010";"Statutární město České Budějovice";"U sportovní haly";"P-př.08/2010";"Čeština";"48.971522,14.467306";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.6.2010";"Kutná Hora";"Kutná Hora 19-20.6.2010";"Stříbrná Kutná Hora, z.s.";"Exteriér";"P-hot.12/2010";"Čeština";"49.949537,15.268552";"Postava krále";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"11.4.2010";"České Budějovice";"České Budějovice 11.4.2010";"CPI Hotels, a.s.";"Bazilika";"P-hot.03/2010";"Čeština";"48.983741,14.472493";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.4.2010";"Mělník";"Chloumek 17.4.2010";"Rodinné centrum Chloumek, z.s.";"Českolipská";"P-hot.04/2010";"Čeština";"50.363391,14.467441";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"30.4.2010";"České Velenice";"České Velenice 30.4.2010";"Město České Velenice";"Dětské hřiště";"P-hot.05/2010";"Čeština";"48.769392,14.964649";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"29.5.2010";"Písek";"Písek 29.5.2010";"NEZNÁMÝ";"Středověká krčma";"P-hot.07/2010";"Čeština";"49.304014,14.143597";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"5.6.2010";"Temelín";"Temelín 5.6.2010";"Adaria Produkce";"neznámé";"P-př.15/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"26.6.2010";"Dačice";"Dačice 26.6.2010";"Art4prmotion, s.r.o.";"Koupaliště";"P-př.15/2010";"Čeština";"49.082984,15.422971";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"23.7.2010";"Křemže";"Křemže 23.7.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.18/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"30.7.2010";"Týn nad Vltavou ";"Týn nad Vltavou 30.7.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.18/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"31.7.2010";"Lipno nad Vltavou ";"Lipno na Vltavou 31.7.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.18/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"14.8.2010";"Ostrá";"Ostrá 14.8.2010";"Botanicus, spol. s r.o.";"Botanicus";"ZDVOJENO";"Čeština";"50.180454,14.894930";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"20.8.2010";"Vrané nad Vltavou ";"Vrané nad Vltavou 20.8.2010";"Schody k nezávislosti, z.s.";"neznámé";"P-hot.172010";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"7.8.2010";"Třeboň";"Třeboň 7.8.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.22/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"21.8.2010";"Veselí nad Lužnicí";"Veselí nad lužnicí 21.8.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.22/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"28.8.2010";"Jindřichův Hradec";"Jindřichův Hradec 28.8.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.22/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"26.8.2010";"Dačice";"Dačice 26.8.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.22/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"11.9.2010";"Ostrá";"Ostrá 11.9.2010";"ZDVOJENO";"Botranicus";"ZDVOJENO";"Čeština";"50.180451,14.894944";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"18.9.2010";"Ostrá";"Ostrá 18.9.2010";"ZDVOJENO";"Botanocus";"ZDVOJENO";"Čeština";"50.180451,14.894944";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"3.9.2010";"Zichovec";"Zichovec 3.9.2010";"Berounští Měšťané s.r.o.";"Fotbalové hřiště";"P-př.26/2010";"Čeština";"50.272981,13.926291";"";"";"";"";"0 min";"";"";"";"";"";"Iveco"
"4.9.2010";"Praha ";"Sobín 4.9.2010";"Berounští Měšťané s.r.o.";"Sobín Rybník";"P-př.26/2010";"Čeština";"50.065728,14.267151";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"18.9.2010";"Soběslav";"Soběslav 18.9.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.29/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"2.9.2010";"Prachatice";"Prachatice 2.9.2010";"Art4prmotion, s.r.o.";"neznámé";"P-př.29/2010";"Čeština";"";"Komediant VZP";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"18.12.2010";"Kladno";"Kladno 18.12.2010";"ART ZÓNA";"TGM";"P-hot.29/2010";"Čeština";"50.145563,14.098309";"Koledy,průvod";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"21.12.2010";"Hluboká nad Vltavou";"Hluboká nad Vltavou 21.12.2010";"ZŠ Hluboká nad Vltavou";"ZŠ";"P-přijm.04/2010";"Čeština";"49.057577,14.428294";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"2.10.2010";"Vidov";"Vidov 2.10.2010";""NEZNÁMÝ"";"Hřiště";"P-přijm.03/2010";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.7.2010";"Kladno";"Kladno 17.7.2010";"ART ZÓNA";"TGM";"P-přijm.02/2010";"Čeština";"50.145557,14.098337";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"27.3.2010";"Hosín";"Hosín 27.3.2010";"NEZNÁMÝ";"KD";"P-bez.01/2010";"Čeština";"49.036104,14.474860";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.4.2010";"Mělník";"Mělník 17.4.2010";"NEZNÁMÝ";"neznámé";"P-bez.02/2010";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"21.9.2010";"České Budějovice";"České Budějovice 21.9.2010";"NEZNÁMÝ";"neznámé";"P-bez.03/2010";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"11.6.2010";"Babelsberg";"Balelsberg 11.6.2010";"Förderkreis Böhmischers Dorf";"Potsdam";"P-přijm.01/2010";"Čeština";"52.394192,13.095145";"";"";"";"";"0 min";"";"";"";"Německo";"";"Iveco"
"12.6.2010";"Babelsberg";"Balelsberg 12.6.2010";"Förderkreis Böhmischers Dorf";"Weberplatz";"P-přijm.01/2010";"Čeština";"52.394192,13.095145";"2x animace";"";"";"";"0 min";"";"";"";"Německo";"";"Iveco"
"12.6.2010";"Babelsberg";"Balelsberg 12.6.2010";"ZDVOJENO";"Weberplatz";"ZDVOJENO";"Čeština";"52.394192,13.095145";"";"";"";"";"0 min";"";"";"";"Německo";"";"Iveco"
"13.6.2010";"Babelsberg";"Balelsberg 13.6.2010";"Förderkreis Böhmischers Dorf";"Weberplatz";"P-přijm.01/2010";"Čeština";"52.394192,13.095145";"";"";"";"";"0 min";"";"";"";"Německo";"";"Iveco"
"13.6.2010";"Babelsberg";"Balelsberg 13.6.2010";"ZDVOJENO";"Weberplatz";"ZDVOJENO";"Čeština";"52.394192,13.095145";"";"";"";"";"0 min";"";"";"";"Německo";"";"Iveco"
"20.12.2010";"Hradec Králové";"Hradec Králové 20.12.2010";"Agentura Butterfly s.r.o.";"Hotel Černigov";"P-př.02/2011";"Čeština";"50.214385,15.813157";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"31.12.2010";"Hradec Králové";"Hradec Králové 31.12.2010";"Agentura Butterfly s.r.o.";"Hotel Černigov";"P-př.02/2011";"Čeština";"50.214385,15.813157";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"20.11.2010";"Třešť";"Třešť 20.11.2010";"Luboš Sobotka";"KD";"P-př.32/2010";"Čeština";"49.291583,15.480527";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"20.11.2010";"Třešť";"Třešť 20.11.2010";"ZDVOJENO";"Kd";"ZDVOJENO";"Čeština";"49.291583,15.480527";"3x";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"20.11.2010";"Třešť";"Třešť 20.11.2010";"ZDVOJENO";"KD";"ZDVOJENO";"Čeština";"49.291583,15.480527";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"21.11.2010";"Chrudim";"Chrudim 21.11.2010";"Luboš Sobotka";"Divadlo Karla Pipicha";"P-př.32/2010";"Čeština";"49.950802,15.791657";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"16.10.2010";"Křivoklát";"Křivoklát 16.10.2010";"MERLET s.r.o.";"Hrad";"P-př.31/2010";"Čeština";"50.037726,13.872311";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"17.10.2010";"Křivoklát";"Křivoklát 17.10.2010";"ZDVOJENO";"Hrad";"ZDVOJENO";"Čeština";"50.037726,13.872311";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"17.6.2010";"Praha ";"Praha 17.6.2010";"Fakultní MŠ-klub rodičů";"Arabská 681 Praha 6";"P-přijm.05/2010";"Čeština";"50.098442,14.357818";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"27.6.2020";"Hosín";"Hosín 27.6.2020";""bez dokladu"";"Fara";"P-bez.002/2020";"Čeština";"";"Energie";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.9.2011";"České Budějovice";"České budějovice 19.9.2011";"NEZNÁMÝ";"x";"A.bez.02/2011";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"";"Iveco"
"1.4.2011";"Hosín";"Hosín 1-2.4.2011";"NEZNÁMÝ";"Fara";"A.bez.03/2011";"Čeština";"49.037121,14.476314";"Režie Emil";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"3.6.2021";"České Budějovice";"České Budějovice - 3.6.2021";""bez dokladu"";"České Vrbné - U dětského hřiště";"A-bez.001/2021";"Čeština";"49.014459,14.452060";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"10.6.2021";"České Budějovice";"České Budějovice 10.6.2021";"Centrum BAZALKA, o.p.s.";"U Jeslí 198/13";"A-př.001/2021";"Čeština";"48.977228,14.492899";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"12.6.2021";"Habří";"Habří 12.6.2021";"PRO LEPŠÍ OBEC LIPÍ z.s.";"Kostel sv.Víta";"A-př.002/2021";"Čeština";"48.947191,14.320275";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"5.6.2021";"Praha ";"Praha 5.6.2021";""bez dokladu"";"Poštovka, Zahradníčkova 1118/2, Praha 5";"P-bez.001/2021";"Čeština";"50.069116,14.355151";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"18.6.2021";"České Budějovice";"České Budějovice 18.6.2021";"Jihočeské muzeum v Českých Budějovicích";"Dukelská 1";"A-př.003/2021";"Čeština";"48.972836,14.474753";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.6.2021";"Tábor";"Tábor 19.6.2021";"Město Tábor";"nám. Mikuláše z Husi";"P-př.001/2021";"Čeština";"49.414121,14.655947";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.6.2021";"Horoměřice";"Horoměřice 17.6.2021";"Mateřská škola Horoměřice, okres Praha - západ";"Komenského 999+1000, 252 62 Horoměřice";"P-př.002/2021";"Čeština";"50.133385,14.347159";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"19.6.2021";"České Budějovice";"České Budějovice 19.6.2021";"Umění ve městě, z. s.";"U Rabeštejnské věže";"P-př.003/2021";"Čeština";"48.977569,14.471889";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"23.6.2021";"Vlašim";"Vlašim 23.6.2021";"Mateřská škola Velíšská Vlašim, příspěvková organizace";"Mš Velíšská";"A-př.004/2021";"Čeština";"49.705012,14.893773";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
